source,record_id,source_categories,families,carrier_kinds,configuration_evidence,canonicalization_role,multiplicity,multiplicity_basis,source_element_count,extractable_configured_count,reference_rs_count,attached_tetrahedral_count,reference_locus_count,structure_available
cip_validation_suite,VS012,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS013,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS014,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS015,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS016,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS017,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS018,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS019,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS020,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS021,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS022,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS023,AT,atrop_bond,bond_axis,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS024,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS025,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS026,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS027,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS028,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS029,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS030,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS031,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS032,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS033,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS034,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS035,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS036,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS037,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS038,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS039,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS040,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,5,5,,false
cip_validation_suite,VS041,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS042,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS043,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS044,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS045,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS046,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS047,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS048,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS049,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS050,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS051,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS052,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS053,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS054,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS055,AT,atrop_bond,bond_axis,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS056,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS057,AT,atrop_bond,bond_axis,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS058,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS059,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS060,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS061,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS062,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS063,CT4;TH,extended_cis_trans;tetrahedral,atom_center;extended_cumulene_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS064,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS065,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS066,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS067,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS068,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS069,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS070,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,8,8,,false
cip_validation_suite,VS071,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS072,AT;TH,atrop_bond;tetrahedral,atom_center;bond_axis,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS073,AT,atrop_bond,bond_axis,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS074,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS075,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,5,5,,false
cip_validation_suite,VS076,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS077,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS078,TH;TH3,cumulene_axis;tetrahedral,atom_center;axis_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS079,TH3,cumulene_axis,axis_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS080,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS081,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS082,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS083,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS084,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS085,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS086,AT,atrop_bond,bond_axis,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS087,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS088,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS089,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS090,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS091,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,6,6,,false
cip_validation_suite,VS092,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS093,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS094,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS095,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS096,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS097,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS098,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS099,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS100,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS101,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS102,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS103,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS104,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS105,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,5,5,,false
cip_validation_suite,VS106,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS107,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS108,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS109,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS110,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS111,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS112,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS113,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS114,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS115,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,5,5,,false
cip_validation_suite,VS116,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS117,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS118,CT4,extended_cis_trans,extended_cumulene_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS119,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS120,TH;TH3,cumulene_axis;tetrahedral,atom_center;axis_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS121,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS122,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS123,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS124,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS125,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS126,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,6,6,,false
cip_validation_suite,VS127,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,6,6,,false
cip_validation_suite,VS128,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS129,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS130,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS131,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS132,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,0,,false
cip_validation_suite,VS133,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS134,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS135,CT4,extended_cis_trans,extended_cumulene_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS136,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS137,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS138,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS139,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS140,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS141,TH5;CT,cumulene_axis;planar_bond,axis_path;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS142,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS143,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS144,TH3,cumulene_axis,axis_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS145,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS146,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS147,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS148,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS149,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS150,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS151,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS152,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS153,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS154,CT;CT4,extended_cis_trans;planar_bond,bond_center;extended_cumulene_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS155,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS156,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS157,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS158,AT,atrop_bond,bond_axis,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS159,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,4,4,,false
cip_validation_suite,VS160,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,3,3,,false
cip_validation_suite,VS161,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS162,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS163,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS164,CT4;TH,extended_cis_trans;tetrahedral,atom_center;extended_cumulene_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS165,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS166,TH5,cumulene_axis,axis_path,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS167,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS168,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS169,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS170,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS171,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS172,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS173,CT;TH,planar_bond;tetrahedral,atom_center;bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS174,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,multiple,reference_rs_positions_only,,,2,2,,false
cip_validation_suite,VS175,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS176,CT,planar_bond,bond_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,no_reference_rs,reference_rs_positions_only,,,0,0,,false
cip_validation_suite,VS177,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS178,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
cip_validation_suite,VS179,TH,tetrahedral,atom_center,external_local_labels_not_redistributed,external_configured_input_pending_checkout,single,reference_rs_positions_only,,,1,1,,false
